M,K,Label,Both_Hands,F_Index,F_Middle,F_Pinky,F_Ring,F_Thumb,M_Back,M_Down,M_Front,M_In,M_Iterative,M_Out,M_Up,O_Back,O_Down,O_Front,O_In,O_Out,O_Up,feature_path_m,feature_path_k
train/093/M_18540.avi,train/093/K_18540.avi,158,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,/home/jupyter/CV_Project/ie590_project/data/feature_maps/M_18540.npy,/home/jupyter/CV_Project/ie590_project/data/feature_maps/K_18540.npy
train/141/M_28051.avi,train/141/K_28051.avi,31,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,/home/jupyter/CV_Project/ie590_project/data/feature_maps/M_28051.npy,/home/jupyter/CV_Project/ie590_project/data/feature_maps/K_28051.npy
train/042/M_08222.avi,train/042/K_08222.avi,19,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,/home/jupyter/CV_Project/ie590_project/data/feature_maps/M_08222.npy,/home/jupyter/CV_Project/ie590_project/data/feature_maps/K_08222.npy
train/058/M_11505.avi,train/058/K_11505.avi,10,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,/home/jupyter/CV_Project/ie590_project/data/feature_maps/M_11505.npy,/home/jupyter/CV_Project/ie590_project/data/feature_maps/K_11505.npy
train/039/M_07740.avi,train/039/K_07740.avi,29,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,/home/jupyter/CV_Project/ie590_project/data/feature_maps/M_07740.npy,/home/jupyter/CV_Project/ie590_project/data/feature_maps/K_07740.npy
train/091/M_18001.avi,train/091/K_18001.avi,158,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,/home/jupyter/CV_Project/ie590_project/data/feature_maps/M_18001.npy,/home/jupyter/CV_Project/ie590_project/data/feature_maps/K_18001.npy
train/106/M_21092.avi,train/106/K_21092.avi,154,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,/home/jupyter/CV_Project/ie590_project/data/feature_maps/M_21092.npy,/home/jupyter/CV_Project/ie590_project/data/feature_maps/K_21092.npy
train/092/M_18247.avi,train/092/K_18247.avi,4,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,/home/jupyter/CV_Project/ie590_project/data/feature_maps/M_18247.npy,/home/jupyter/CV_Project/ie590_project/data/feature_maps/K_18247.npy
train/174/M_34710.avi,train/174/K_34710.avi,32,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,/home/jupyter/CV_Project/ie590_project/data/feature_maps/M_34710.npy,/home/jupyter/CV_Project/ie590_project/data/feature_maps/K_34710.npy
train/160/M_31955.avi,train/160/K_31955.avi,92,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,/home/jupyter/CV_Project/ie590_project/data/feature_maps/M_31955.npy,/home/jupyter/CV_Project/ie590_project/data/feature_maps/K_31955.npy
train/030/M_05987.avi,train/030/K_05987.avi,5,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,/home/jupyter/CV_Project/ie590_project/data/feature_maps/M_05987.npy,/home/jupyter/CV_Project/ie590_project/data/feature_maps/K_05987.npy
train/003/M_00429.avi,train/003/K_00429.avi,239,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,/home/jupyter/CV_Project/ie590_project/data/feature_maps/M_00429.npy,/home/jupyter/CV_Project/ie590_project/data/feature_maps/K_00429.npy
train/054/M_10660.avi,train/054/K_10660.avi,13,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,/home/jupyter/CV_Project/ie590_project/data/feature_maps/M_10660.npy,/home/jupyter/CV_Project/ie590_project/data/feature_maps/K_10660.npy
train/020/M_03934.avi,train/020/K_03934.avi,13,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,/home/jupyter/CV_Project/ie590_project/data/feature_maps/M_03934.npy,/home/jupyter/CV_Project/ie590_project/data/feature_maps/K_03934.npy
train/144/M_28755.avi,train/144/K_28755.avi,160,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,1,0,0,0,/home/jupyter/CV_Project/ie590_project/data/feature_maps/M_28755.npy,/home/jupyter/CV_Project/ie590_project/data/feature_maps/K_28755.npy
train/054/M_10771.avi,train/054/K_10771.avi,37,0,1,1,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,/home/jupyter/CV_Project/ie590_project/data/feature_maps/M_10771.npy,/home/jupyter/CV_Project/ie590_project/data/feature_maps/K_10771.npy
train/022/M_04273.avi,train/022/K_04273.avi,222,0,1,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,/home/jupyter/CV_Project/ie590_project/data/feature_maps/M_04273.npy,/home/jupyter/CV_Project/ie590_project/data/feature_maps/K_04273.npy
train/003/M_00503.avi,train/003/K_00503.avi,5,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,/home/jupyter/CV_Project/ie590_project/data/feature_maps/M_00503.npy,/home/jupyter/CV_Project/ie590_project/data/feature_maps/K_00503.npy
train/121/M_24088.avi,train/121/K_24088.avi,97,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,/home/jupyter/CV_Project/ie590_project/data/feature_maps/M_24088.npy,/home/jupyter/CV_Project/ie590_project/data/feature_maps/K_24088.npy
train/068/M_13421.avi,train/068/K_13421.avi,160,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,1,0,0,0,/home/jupyter/CV_Project/ie590_project/data/feature_maps/M_13421.npy,/home/jupyter/CV_Project/ie590_project/data/feature_maps/K_13421.npy
train/115/M_22815.avi,train/115/K_22815.avi,158,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,/home/jupyter/CV_Project/ie590_project/data/feature_maps/M_22815.npy,/home/jupyter/CV_Project/ie590_project/data/feature_maps/K_22815.npy
train/154/M_30720.avi,train/154/K_30720.avi,38,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,/home/jupyter/CV_Project/ie590_project/data/feature_maps/M_30720.npy,/home/jupyter/CV_Project/ie590_project/data/feature_maps/K_30720.npy
train/100/M_19910.avi,train/100/K_19910.avi,36,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,/home/jupyter/CV_Project/ie590_project/data/feature_maps/M_19910.npy,/home/jupyter/CV_Project/ie590_project/data/feature_maps/K_19910.npy
train/015/M_02860.avi,train/015/K_02860.avi,37,0,1,1,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,/home/jupyter/CV_Project/ie590_project/data/feature_maps/M_02860.npy,/home/jupyter/CV_Project/ie590_project/data/feature_maps/K_02860.npy
train/047/M_09350.avi,train/047/K_09350.avi,38,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,/home/jupyter/CV_Project/ie590_project/data/feature_maps/M_09350.npy,/home/jupyter/CV_Project/ie590_project/data/feature_maps/K_09350.npy
train/090/M_17876.avi,train/090/K_17876.avi,238,0,1,1,1,1,1,0,0,0,1,1,1,1,1,0,1,0,0,0,/home/jupyter/CV_Project/ie590_project/data/feature_maps/M_17876.npy,/home/jupyter/CV_Project/ie590_project/data/feature_maps/K_17876.npy
train/030/M_05875.avi,train/030/K_05875.avi,13,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,/home/jupyter/CV_Project/ie590_project/data/feature_maps/M_05875.npy,/home/jupyter/CV_Project/ie590_project/data/feature_maps/K_05875.npy
train/080/M_15825.avi,train/080/K_15825.avi,120,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,/home/jupyter/CV_Project/ie590_project/data/feature_maps/M_15825.npy,/home/jupyter/CV_Project/ie590_project/data/feature_maps/K_15825.npy
train/171/M_34029.avi,train/171/K_34029.avi,156,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,/home/jupyter/CV_Project/ie590_project/data/feature_maps/M_34029.npy,/home/jupyter/CV_Project/ie590_project/data/feature_maps/K_34029.npy
train/064/M_12623.avi,train/064/K_12623.avi,188,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,/home/jupyter/CV_Project/ie590_project/data/feature_maps/M_12623.npy,/home/jupyter/CV_Project/ie590_project/data/feature_maps/K_12623.npy
train/136/M_27002.avi,train/136/K_27002.avi,117,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,/home/jupyter/CV_Project/ie590_project/data/feature_maps/M_27002.npy,/home/jupyter/CV_Project/ie590_project/data/feature_maps/K_27002.npy
train/095/M_18990.avi,train/095/K_18990.avi,158,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,/home/jupyter/CV_Project/ie590_project/data/feature_maps/M_18990.npy,/home/jupyter/CV_Project/ie590_project/data/feature_maps/K_18990.npy
train/033/M_06534.avi,train/033/K_06534.avi,92,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,/home/jupyter/CV_Project/ie590_project/data/feature_maps/M_06534.npy,/home/jupyter/CV_Project/ie590_project/data/feature_maps/K_06534.npy
train/145/M_28808.avi,train/145/K_28808.avi,10,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,/home/jupyter/CV_Project/ie590_project/data/feature_maps/M_28808.npy,/home/jupyter/CV_Project/ie590_project/data/feature_maps/K_28808.npy
train/097/M_19225.avi,train/097/K_19225.avi,237,0,1,1,1,1,1,0,0,0,1,1,1,1,0,1,0,0,0,0,/home/jupyter/CV_Project/ie590_project/data/feature_maps/M_19225.npy,/home/jupyter/CV_Project/ie590_project/data/feature_maps/K_19225.npy
train/130/M_25925.avi,train/130/K_25925.avi,37,0,1,1,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,/home/jupyter/CV_Project/ie590_project/data/feature_maps/M_25925.npy,/home/jupyter/CV_Project/ie590_project/data/feature_maps/K_25925.npy
train/128/M_25418.avi,train/128/K_25418.avi,18,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,/home/jupyter/CV_Project/ie590_project/data/feature_maps/M_25418.npy,/home/jupyter/CV_Project/ie590_project/data/feature_maps/K_25418.npy
train/100/M_19992.avi,train/100/K_19992.avi,127,1,0,0,0,0,0,1,1,1,0,1,0,1,0,1,0,0,0,0,/home/jupyter/CV_Project/ie590_project/data/feature_maps/M_19992.npy,/home/jupyter/CV_Project/ie590_project/data/feature_maps/K_19992.npy
train/137/M_27287.avi,train/137/K_27287.avi,91,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,/home/jupyter/CV_Project/ie590_project/data/feature_maps/M_27287.npy,/home/jupyter/CV_Project/ie590_project/data/feature_maps/K_27287.npy
train/008/M_01585.avi,train/008/K_01585.avi,14,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,/home/jupyter/CV_Project/ie590_project/data/feature_maps/M_01585.npy,/home/jupyter/CV_Project/ie590_project/data/feature_maps/K_01585.npy
train/037/M_07320.avi,train/037/K_07320.avi,10,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,/home/jupyter/CV_Project/ie590_project/data/feature_maps/M_07320.npy,/home/jupyter/CV_Project/ie590_project/data/feature_maps/K_07320.npy
train/059/M_11601.avi,train/059/K_11601.avi,18,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,/home/jupyter/CV_Project/ie590_project/data/feature_maps/M_11601.npy,/home/jupyter/CV_Project/ie590_project/data/feature_maps/K_11601.npy
train/001/M_00047.avi,train/001/K_00047.avi,5,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,/home/jupyter/CV_Project/ie590_project/data/feature_maps/M_00047.npy,/home/jupyter/CV_Project/ie590_project/data/feature_maps/K_00047.npy
train/050/M_09886.avi,train/050/K_09886.avi,92,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,/home/jupyter/CV_Project/ie590_project/data/feature_maps/M_09886.npy,/home/jupyter/CV_Project/ie590_project/data/feature_maps/K_09886.npy
train/090/M_17928.avi,train/090/K_17928.avi,19,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,/home/jupyter/CV_Project/ie590_project/data/feature_maps/M_17928.npy,/home/jupyter/CV_Project/ie590_project/data/feature_maps/K_17928.npy
train/081/M_16160.avi,train/081/K_16160.avi,90,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,/home/jupyter/CV_Project/ie590_project/data/feature_maps/M_16160.npy,/home/jupyter/CV_Project/ie590_project/data/feature_maps/K_16160.npy
train/147/M_29339.avi,train/147/K_29339.avi,127,1,0,0,0,0,0,1,1,1,0,1,0,1,0,1,0,0,0,0,/home/jupyter/CV_Project/ie590_project/data/feature_maps/M_29339.npy,/home/jupyter/CV_Project/ie590_project/data/feature_maps/K_29339.npy
train/025/M_04983.avi,train/025/K_04983.avi,97,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,/home/jupyter/CV_Project/ie590_project/data/feature_maps/M_04983.npy,/home/jupyter/CV_Project/ie590_project/data/feature_maps/K_04983.npy
train/032/M_06311.avi,train/032/K_06311.avi,32,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,/home/jupyter/CV_Project/ie590_project/data/feature_maps/M_06311.npy,/home/jupyter/CV_Project/ie590_project/data/feature_maps/K_06311.npy
train/009/M_01742.avi,train/009/K_01742.avi,91,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,/home/jupyter/CV_Project/ie590_project/data/feature_maps/M_01742.npy,/home/jupyter/CV_Project/ie590_project/data/feature_maps/K_01742.npy
train/060/M_11801.avi,train/060/K_11801.avi,94,0,1,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,/home/jupyter/CV_Project/ie590_project/data/feature_maps/M_11801.npy,/home/jupyter/CV_Project/ie590_project/data/feature_maps/K_11801.npy
train/124/M_24728.avi,train/124/K_24728.avi,117,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,/home/jupyter/CV_Project/ie590_project/data/feature_maps/M_24728.npy,/home/jupyter/CV_Project/ie590_project/data/feature_maps/K_24728.npy
train/077/M_15302.avi,train/077/K_15302.avi,160,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,1,0,0,0,/home/jupyter/CV_Project/ie590_project/data/feature_maps/M_15302.npy,/home/jupyter/CV_Project/ie590_project/data/feature_maps/K_15302.npy
train/090/M_17894.avi,train/090/K_17894.avi,120,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,/home/jupyter/CV_Project/ie590_project/data/feature_maps/M_17894.npy,/home/jupyter/CV_Project/ie590_project/data/feature_maps/K_17894.npy
train/046/M_09089.avi,train/046/K_09089.avi,29,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,/home/jupyter/CV_Project/ie590_project/data/feature_maps/M_09089.npy,/home/jupyter/CV_Project/ie590_project/data/feature_maps/K_09089.npy
train/085/M_16903.avi,train/085/K_16903.avi,127,1,0,0,0,0,0,1,1,1,0,1,0,1,0,1,0,0,0,0,/home/jupyter/CV_Project/ie590_project/data/feature_maps/M_16903.npy,/home/jupyter/CV_Project/ie590_project/data/feature_maps/K_16903.npy
train/124/M_24613.avi,train/124/K_24613.avi,222,0,1,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,/home/jupyter/CV_Project/ie590_project/data/feature_maps/M_24613.npy,/home/jupyter/CV_Project/ie590_project/data/feature_maps/K_24613.npy
train/109/M_21674.avi,train/109/K_21674.avi,8,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,/home/jupyter/CV_Project/ie590_project/data/feature_maps/M_21674.npy,/home/jupyter/CV_Project/ie590_project/data/feature_maps/K_21674.npy
train/057/M_11321.avi,train/057/K_11321.avi,14,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,/home/jupyter/CV_Project/ie590_project/data/feature_maps/M_11321.npy,/home/jupyter/CV_Project/ie590_project/data/feature_maps/K_11321.npy
train/007/M_01219.avi,train/007/K_01219.avi,120,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,/home/jupyter/CV_Project/ie590_project/data/feature_maps/M_01219.npy,/home/jupyter/CV_Project/ie590_project/data/feature_maps/K_01219.npy
train/028/M_05589.avi,train/028/K_05589.avi,240,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,/home/jupyter/CV_Project/ie590_project/data/feature_maps/M_05589.npy,/home/jupyter/CV_Project/ie590_project/data/feature_maps/K_05589.npy
train/085/M_16809.avi,train/085/K_16809.avi,237,0,1,1,1,1,1,0,0,0,1,1,1,1,0,1,0,0,0,0,/home/jupyter/CV_Project/ie590_project/data/feature_maps/M_16809.npy,/home/jupyter/CV_Project/ie590_project/data/feature_maps/K_16809.npy
train/103/M_20588.avi,train/103/K_20588.avi,10,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,/home/jupyter/CV_Project/ie590_project/data/feature_maps/M_20588.npy,/home/jupyter/CV_Project/ie590_project/data/feature_maps/K_20588.npy
train/057/M_11225.avi,train/057/K_11225.avi,32,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,/home/jupyter/CV_Project/ie590_project/data/feature_maps/M_11225.npy,/home/jupyter/CV_Project/ie590_project/data/feature_maps/K_11225.npy
train/120/M_23835.avi,train/120/K_23835.avi,238,0,1,1,1,1,1,0,0,0,1,1,1,1,1,0,1,0,0,0,/home/jupyter/CV_Project/ie590_project/data/feature_maps/M_23835.npy,/home/jupyter/CV_Project/ie590_project/data/feature_maps/K_23835.npy
train/125/M_24810.avi,train/125/K_24810.avi,157,0,1,1,1,1,1,0,0,0,1,1,1,1,0,1,0,0,0,0,/home/jupyter/CV_Project/ie590_project/data/feature_maps/M_24810.npy,/home/jupyter/CV_Project/ie590_project/data/feature_maps/K_24810.npy
train/085/M_16934.avi,train/085/K_16934.avi,5,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,/home/jupyter/CV_Project/ie590_project/data/feature_maps/M_16934.npy,/home/jupyter/CV_Project/ie590_project/data/feature_maps/K_16934.npy
train/180/M_35844.avi,train/180/K_35844.avi,8,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,/home/jupyter/CV_Project/ie590_project/data/feature_maps/M_35844.npy,/home/jupyter/CV_Project/ie590_project/data/feature_maps/K_35844.npy
train/025/M_04958.avi,train/025/K_04958.avi,5,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,/home/jupyter/CV_Project/ie590_project/data/feature_maps/M_04958.npy,/home/jupyter/CV_Project/ie590_project/data/feature_maps/K_04958.npy
train/089/M_17723.avi,train/089/K_17723.avi,158,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,/home/jupyter/CV_Project/ie590_project/data/feature_maps/M_17723.npy,/home/jupyter/CV_Project/ie590_project/data/feature_maps/K_17723.npy
train/070/M_13818.avi,train/070/K_13818.avi,5,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,/home/jupyter/CV_Project/ie590_project/data/feature_maps/M_13818.npy,/home/jupyter/CV_Project/ie590_project/data/feature_maps/K_13818.npy
train/128/M_25589.avi,train/128/K_25589.avi,32,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,/home/jupyter/CV_Project/ie590_project/data/feature_maps/M_25589.npy,/home/jupyter/CV_Project/ie590_project/data/feature_maps/K_25589.npy
train/076/M_15046.avi,train/076/K_15046.avi,239,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,/home/jupyter/CV_Project/ie590_project/data/feature_maps/M_15046.npy,/home/jupyter/CV_Project/ie590_project/data/feature_maps/K_15046.npy
train/066/M_13016.avi,train/066/K_13016.avi,160,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,1,0,0,0,/home/jupyter/CV_Project/ie590_project/data/feature_maps/M_13016.npy,/home/jupyter/CV_Project/ie590_project/data/feature_maps/K_13016.npy
train/034/M_06694.avi,train/034/K_06694.avi,97,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,/home/jupyter/CV_Project/ie590_project/data/feature_maps/M_06694.npy,/home/jupyter/CV_Project/ie590_project/data/feature_maps/K_06694.npy
train/178/M_35507.avi,train/178/K_35507.avi,14,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,/home/jupyter/CV_Project/ie590_project/data/feature_maps/M_35507.npy,/home/jupyter/CV_Project/ie590_project/data/feature_maps/K_35507.npy
train/117/M_23360.avi,train/117/K_23360.avi,37,0,1,1,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,/home/jupyter/CV_Project/ie590_project/data/feature_maps/M_23360.npy,/home/jupyter/CV_Project/ie590_project/data/feature_maps/K_23360.npy
train/072/M_14325.avi,train/072/K_14325.avi,238,0,1,1,1,1,1,0,0,0,1,1,1,1,1,0,1,0,0,0,/home/jupyter/CV_Project/ie590_project/data/feature_maps/M_14325.npy,/home/jupyter/CV_Project/ie590_project/data/feature_maps/K_14325.npy
train/141/M_28138.avi,train/141/K_28138.avi,10,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,/home/jupyter/CV_Project/ie590_project/data/feature_maps/M_28138.npy,/home/jupyter/CV_Project/ie590_project/data/feature_maps/K_28138.npy
train/151/M_30033.avi,train/151/K_30033.avi,92,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,/home/jupyter/CV_Project/ie590_project/data/feature_maps/M_30033.npy,/home/jupyter/CV_Project/ie590_project/data/feature_maps/K_30033.npy
train/115/M_22980.avi,train/115/K_22980.avi,38,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,/home/jupyter/CV_Project/ie590_project/data/feature_maps/M_22980.npy,/home/jupyter/CV_Project/ie590_project/data/feature_maps/K_22980.npy
train/149/M_29789.avi,train/149/K_29789.avi,18,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,/home/jupyter/CV_Project/ie590_project/data/feature_maps/M_29789.npy,/home/jupyter/CV_Project/ie590_project/data/feature_maps/K_29789.npy
train/048/M_09485.avi,train/048/K_09485.avi,4,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,/home/jupyter/CV_Project/ie590_project/data/feature_maps/M_09485.npy,/home/jupyter/CV_Project/ie590_project/data/feature_maps/K_09485.npy
train/030/M_05967.avi,train/030/K_05967.avi,239,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,/home/jupyter/CV_Project/ie590_project/data/feature_maps/M_05967.npy,/home/jupyter/CV_Project/ie590_project/data/feature_maps/K_05967.npy
train/105/M_20893.avi,train/105/K_20893.avi,5,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,/home/jupyter/CV_Project/ie590_project/data/feature_maps/M_20893.npy,/home/jupyter/CV_Project/ie590_project/data/feature_maps/K_20893.npy
train/149/M_29651.avi,train/149/K_29651.avi,93,0,1,1,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,/home/jupyter/CV_Project/ie590_project/data/feature_maps/M_29651.npy,/home/jupyter/CV_Project/ie590_project/data/feature_maps/K_29651.npy
train/074/M_14776.avi,train/074/K_14776.avi,240,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,/home/jupyter/CV_Project/ie590_project/data/feature_maps/M_14776.npy,/home/jupyter/CV_Project/ie590_project/data/feature_maps/K_14776.npy
train/042/M_08334.avi,train/042/K_08334.avi,36,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,/home/jupyter/CV_Project/ie590_project/data/feature_maps/M_08334.npy,/home/jupyter/CV_Project/ie590_project/data/feature_maps/K_08334.npy
train/162/M_32377.avi,train/162/K_32377.avi,8,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,/home/jupyter/CV_Project/ie590_project/data/feature_maps/M_32377.npy,/home/jupyter/CV_Project/ie590_project/data/feature_maps/K_32377.npy
train/173/M_34520.avi,train/173/K_34520.avi,90,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,/home/jupyter/CV_Project/ie590_project/data/feature_maps/M_34520.npy,/home/jupyter/CV_Project/ie590_project/data/feature_maps/K_34520.npy
train/085/M_16877.avi,train/085/K_16877.avi,5,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,/home/jupyter/CV_Project/ie590_project/data/feature_maps/M_16877.npy,/home/jupyter/CV_Project/ie590_project/data/feature_maps/K_16877.npy
train/146/M_29161.avi,train/146/K_29161.avi,188,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,/home/jupyter/CV_Project/ie590_project/data/feature_maps/M_29161.npy,/home/jupyter/CV_Project/ie590_project/data/feature_maps/K_29161.npy
train/017/M_03397.avi,train/017/K_03397.avi,159,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,/home/jupyter/CV_Project/ie590_project/data/feature_maps/M_03397.npy,/home/jupyter/CV_Project/ie590_project/data/feature_maps/K_03397.npy
train/046/M_09107.avi,train/046/K_09107.avi,36,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,/home/jupyter/CV_Project/ie590_project/data/feature_maps/M_09107.npy,/home/jupyter/CV_Project/ie590_project/data/feature_maps/K_09107.npy
train/005/M_00917.avi,train/005/K_00917.avi,240,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,/home/jupyter/CV_Project/ie590_project/data/feature_maps/M_00917.npy,/home/jupyter/CV_Project/ie590_project/data/feature_maps/K_00917.npy
train/022/M_04272.avi,train/022/K_04272.avi,241,0,1,0,0,0,0,1,0,1,1,1,1,1,1,0,0,0,0,0,/home/jupyter/CV_Project/ie590_project/data/feature_maps/M_04272.npy,/home/jupyter/CV_Project/ie590_project/data/feature_maps/K_04272.npy
train/116/M_23109.avi,train/116/K_23109.avi,13,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,/home/jupyter/CV_Project/ie590_project/data/feature_maps/M_23109.npy,/home/jupyter/CV_Project/ie590_project/data/feature_maps/K_23109.npy
train/007/M_01329.avi,train/007/K_01329.avi,92,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,/home/jupyter/CV_Project/ie590_project/data/feature_maps/M_01329.npy,/home/jupyter/CV_Project/ie590_project/data/feature_maps/K_01329.npy
train/107/M_21222.avi,train/107/K_21222.avi,120,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,/home/jupyter/CV_Project/ie590_project/data/feature_maps/M_21222.npy,/home/jupyter/CV_Project/ie590_project/data/feature_maps/K_21222.npy
train/111/M_22200.avi,train/111/K_22200.avi,92,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,/home/jupyter/CV_Project/ie590_project/data/feature_maps/M_22200.npy,/home/jupyter/CV_Project/ie590_project/data/feature_maps/K_22200.npy
train/094/M_18751.avi,train/094/K_18751.avi,209,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,/home/jupyter/CV_Project/ie590_project/data/feature_maps/M_18751.npy,/home/jupyter/CV_Project/ie590_project/data/feature_maps/K_18751.npy
train/158/M_31571.avi,train/158/K_31571.avi,120,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,/home/jupyter/CV_Project/ie590_project/data/feature_maps/M_31571.npy,/home/jupyter/CV_Project/ie590_project/data/feature_maps/K_31571.npy
