M,K,label_idx,Both_Hands,M_Out,M_In,M_Up,M_Down,M_Front,M_Back,M_Iterative,O_Out,O_In,O_Up,O_Down,O_Front,O_Back,F_Thumb,F_Index,F_Middle,F_Ring,F_Pinky
train/052/M_10225.avi,train/052/K_10225.avi,5,,,,,,,,,,,,,,,,,,,
train/052/M_10227.avi,train/052/K_10227.avi,18,,,,,,,,,,,,,,,,,,,
train/052/M_10228.avi,train/052/K_10228.avi,18,,,,,,,,,,,,,,,,,,,
train/052/M_10231.avi,train/052/K_10231.avi,90,,,,,,,,,,,,,,,,,,,
train/052/M_10235.avi,train/052/K_10235.avi,97,,,,,,,,,,,,,,,,,,,
train/052/M_10237.avi,train/052/K_10237.avi,5,,,,,,,,,,,,,,,,,,,
train/052/M_10238.avi,train/052/K_10238.avi,95,,,,,,,,,,,,,,,,,,,
train/052/M_10240.avi,train/052/K_10240.avi,5,,,,,,,,,,,,,,,,,,,
train/052/M_10243.avi,train/052/K_10243.avi,32,,,,,,,,,,,,,,,,,,,
train/052/M_10244.avi,train/052/K_10244.avi,5,,,,,,,,,,,,,,,,,,,
train/052/M_10245.avi,train/052/K_10245.avi,38,,,,,,,,,,,,,,,,,,,
train/052/M_10247.avi,train/052/K_10247.avi,8,,,,,,,,,,,,,,,,,,,
train/052/M_10253.avi,train/052/K_10253.avi,155,,,,,,,,,,,,,,,,,,,
train/052/M_10258.avi,train/052/K_10258.avi,155,,,,,,,,,,,,,,,,,,,
train/052/M_10260.avi,train/052/K_10260.avi,55,,,,,,,,,,,,,,,,,,,
train/052/M_10261.avi,train/052/K_10261.avi,10,,,,,,,,,,,,,,,,,,,
train/052/M_10262.avi,train/052/K_10262.avi,188,,,,,,,,,,,,,,,,,,,
train/052/M_10265.avi,train/052/K_10265.avi,55,,,,,,,,,,,,,,,,,,,
train/052/M_10266.avi,train/052/K_10266.avi,4,,,,,,,,,,,,,,,,,,,
train/052/M_10269.avi,train/052/K_10269.avi,97,,,,,,,,,,,,,,,,,,,
train/052/M_10274.avi,train/052/K_10274.avi,91,,,,,,,,,,,,,,,,,,,
train/052/M_10275.avi,train/052/K_10275.avi,160,,,,,,,,,,,,,,,,,,,
train/052/M_10276.avi,train/052/K_10276.avi,127,,,,,,,,,,,,,,,,,,,
train/052/M_10277.avi,train/052/K_10277.avi,241,,,,,,,,,,,,,,,,,,,
train/052/M_10279.avi,train/052/K_10279.avi,32,,,,,,,,,,,,,,,,,,,
train/052/M_10285.avi,train/052/K_10285.avi,36,,,,,,,,,,,,,,,,,,,
train/052/M_10291.avi,train/052/K_10291.avi,38,,,,,,,,,,,,,,,,,,,
train/052/M_10292.avi,train/052/K_10292.avi,223,,,,,,,,,,,,,,,,,,,
train/052/M_10297.avi,train/052/K_10297.avi,5,,,,,,,,,,,,,,,,,,,
train/052/M_10303.avi,train/052/K_10303.avi,36,,,,,,,,,,,,,,,,,,,
train/052/M_10306.avi,train/052/K_10306.avi,38,,,,,,,,,,,,,,,,,,,
train/052/M_10308.avi,train/052/K_10308.avi,135,,,,,,,,,,,,,,,,,,,
train/052/M_10317.avi,train/052/K_10317.avi,238,,,,,,,,,,,,,,,,,,,
train/052/M_10318.avi,train/052/K_10318.avi,36,,,,,,,,,,,,,,,,,,,
train/052/M_10320.avi,train/052/K_10320.avi,37,,,,,,,,,,,,,,,,,,,
train/052/M_10322.avi,train/052/K_10322.avi,5,,,,,,,,,,,,,,,,,,,
train/052/M_10323.avi,train/052/K_10323.avi,49,,,,,,,,,,,,,,,,,,,
train/052/M_10324.avi,train/052/K_10324.avi,91,,,,,,,,,,,,,,,,,,,
train/052/M_10325.avi,train/052/K_10325.avi,92,,,,,,,,,,,,,,,,,,,
train/052/M_10326.avi,train/052/K_10326.avi,188,,,,,,,,,,,,,,,,,,,
train/052/M_10327.avi,train/052/K_10327.avi,223,,,,,,,,,,,,,,,,,,,
train/052/M_10334.avi,train/052/K_10334.avi,157,,,,,,,,,,,,,,,,,,,
train/052/M_10339.avi,train/052/K_10339.avi,239,,,,,,,,,,,,,,,,,,,
train/052/M_10341.avi,train/052/K_10341.avi,14,,,,,,,,,,,,,,,,,,,
train/052/M_10342.avi,train/052/K_10342.avi,31,,,,,,,,,,,,,,,,,,,
train/052/M_10356.avi,train/052/K_10356.avi,223,,,,,,,,,,,,,,,,,,,
train/052/M_10357.avi,train/052/K_10357.avi,38,,,,,,,,,,,,,,,,,,,
train/052/M_10361.avi,train/052/K_10361.avi,117,,,,,,,,,,,,,,,,,,,
train/052/M_10363.avi,train/052/K_10363.avi,90,,,,,,,,,,,,,,,,,,,
train/052/M_10365.avi,train/052/K_10365.avi,159,,,,,,,,,,,,,,,,,,,
train/052/M_10369.avi,train/052/K_10369.avi,188,,,,,,,,,,,,,,,,,,,
train/052/M_10375.avi,train/052/K_10375.avi,10,,,,,,,,,,,,,,,,,,,
train/052/M_10381.avi,train/052/K_10381.avi,238,,,,,,,,,,,,,,,,,,,
train/052/M_10385.avi,train/052/K_10385.avi,49,,,,,,,,,,,,,,,,,,,
train/052/M_10390.avi,train/052/K_10390.avi,38,,,,,,,,,,,,,,,,,,,
train/052/M_10391.avi,train/052/K_10391.avi,56,,,,,,,,,,,,,,,,,,,
train/052/M_10394.avi,train/052/K_10394.avi,222,,,,,,,,,,,,,,,,,,,
train/052/M_10397.avi,train/052/K_10397.avi,240,,,,,,,,,,,,,,,,,,,
train/052/M_10400.avi,train/052/K_10400.avi,50,,,,,,,,,,,,,,,,,,,
train/053/M_10402.avi,train/053/K_10402.avi,93,,,,,,,,,,,,,,,,,,,
train/053/M_10404.avi,train/053/K_10404.avi,29,,,,,,,,,,,,,,,,,,,
train/053/M_10405.avi,train/053/K_10405.avi,14,,,,,,,,,,,,,,,,,,,
train/053/M_10406.avi,train/053/K_10406.avi,4,,,,,,,,,,,,,,,,,,,
train/053/M_10411.avi,train/053/K_10411.avi,97,,,,,,,,,,,,,,,,,,,
train/053/M_10418.avi,train/053/K_10418.avi,96,,,,,,,,,,,,,,,,,,,
train/053/M_10420.avi,train/053/K_10420.avi,91,,,,,,,,,,,,,,,,,,,
train/053/M_10421.avi,train/053/K_10421.avi,56,,,,,,,,,,,,,,,,,,,
train/053/M_10430.avi,train/053/K_10430.avi,19,,,,,,,,,,,,,,,,,,,
train/053/M_10436.avi,train/053/K_10436.avi,4,,,,,,,,,,,,,,,,,,,
train/053/M_10438.avi,train/053/K_10438.avi,127,,,,,,,,,,,,,,,,,,,
train/053/M_10439.avi,train/053/K_10439.avi,5,,,,,,,,,,,,,,,,,,,
train/053/M_10447.avi,train/053/K_10447.avi,29,,,,,,,,,,,,,,,,,,,
train/053/M_10448.avi,train/053/K_10448.avi,5,,,,,,,,,,,,,,,,,,,
train/053/M_10456.avi,train/053/K_10456.avi,38,,,,,,,,,,,,,,,,,,,
train/053/M_10457.avi,train/053/K_10457.avi,96,,,,,,,,,,,,,,,,,,,
train/053/M_10459.avi,train/053/K_10459.avi,5,,,,,,,,,,,,,,,,,,,
train/053/M_10461.avi,train/053/K_10461.avi,94,,,,,,,,,,,,,,,,,,,
train/053/M_10465.avi,train/053/K_10465.avi,5,,,,,,,,,,,,,,,,,,,
train/053/M_10467.avi,train/053/K_10467.avi,5,,,,,,,,,,,,,,,,,,,
train/053/M_10468.avi,train/053/K_10468.avi,120,,,,,,,,,,,,,,,,,,,
train/053/M_10471.avi,train/053/K_10471.avi,160,,,,,,,,,,,,,,,,,,,
train/053/M_10472.avi,train/053/K_10472.avi,37,,,,,,,,,,,,,,,,,,,
train/053/M_10474.avi,train/053/K_10474.avi,155,,,,,,,,,,,,,,,,,,,
train/053/M_10475.avi,train/053/K_10475.avi,158,,,,,,,,,,,,,,,,,,,
train/053/M_10477.avi,train/053/K_10477.avi,38,,,,,,,,,,,,,,,,,,,
train/053/M_10481.avi,train/053/K_10481.avi,93,,,,,,,,,,,,,,,,,,,
train/053/M_10482.avi,train/053/K_10482.avi,55,,,,,,,,,,,,,,,,,,,
train/053/M_10483.avi,train/053/K_10483.avi,237,,,,,,,,,,,,,,,,,,,
train/053/M_10485.avi,train/053/K_10485.avi,92,,,,,,,,,,,,,,,,,,,
train/053/M_10486.avi,train/053/K_10486.avi,188,,,,,,,,,,,,,,,,,,,
train/053/M_10488.avi,train/053/K_10488.avi,237,,,,,,,,,,,,,,,,,,,
train/053/M_10493.avi,train/053/K_10493.avi,127,,,,,,,,,,,,,,,,,,,
train/053/M_10497.avi,train/053/K_10497.avi,49,,,,,,,,,,,,,,,,,,,
train/053/M_10501.avi,train/053/K_10501.avi,237,,,,,,,,,,,,,,,,,,,
train/053/M_10505.avi,train/053/K_10505.avi,38,,,,,,,,,,,,,,,,,,,
train/053/M_10506.avi,train/053/K_10506.avi,241,,,,,,,,,,,,,,,,,,,
train/053/M_10508.avi,train/053/K_10508.avi,5,,,,,,,,,,,,,,,,,,,
train/053/M_10509.avi,train/053/K_10509.avi,31,,,,,,,,,,,,,,,,,,,
train/053/M_10510.avi,train/053/K_10510.avi,5,,,,,,,,,,,,,,,,,,,
train/053/M_10513.avi,train/053/K_10513.avi,5,,,,,,,,,,,,,,,,,,,
train/053/M_10517.avi,train/053/K_10517.avi,37,,,,,,,,,,,,,,,,,,,
train/053/M_10518.avi,train/053/K_10518.avi,159,,,,,,,,,,,,,,,,,,,
train/053/M_10519.avi,train/053/K_10519.avi,96,,,,,,,,,,,,,,,,,,,
train/053/M_10523.avi,train/053/K_10523.avi,38,,,,,,,,,,,,,,,,,,,
train/053/M_10525.avi,train/053/K_10525.avi,213,,,,,,,,,,,,,,,,,,,
train/053/M_10526.avi,train/053/K_10526.avi,93,,,,,,,,,,,,,,,,,,,
train/053/M_10527.avi,train/053/K_10527.avi,10,,,,,,,,,,,,,,,,,,,
train/053/M_10528.avi,train/053/K_10528.avi,188,,,,,,,,,,,,,,,,,,,
train/053/M_10531.avi,train/053/K_10531.avi,50,,,,,,,,,,,,,,,,,,,
train/053/M_10532.avi,train/053/K_10532.avi,29,,,,,,,,,,,,,,,,,,,
train/053/M_10535.avi,train/053/K_10535.avi,31,,,,,,,,,,,,,,,,,,,
train/053/M_10536.avi,train/053/K_10536.avi,10,,,,,,,,,,,,,,,,,,,
train/053/M_10539.avi,train/053/K_10539.avi,241,,,,,,,,,,,,,,,,,,,
train/053/M_10544.avi,train/053/K_10544.avi,4,,,,,,,,,,,,,,,,,,,
train/053/M_10550.avi,train/053/K_10550.avi,157,,,,,,,,,,,,,,,,,,,
train/053/M_10551.avi,train/053/K_10551.avi,237,,,,,,,,,,,,,,,,,,,
train/053/M_10553.avi,train/053/K_10553.avi,157,,,,,,,,,,,,,,,,,,,
train/053/M_10555.avi,train/053/K_10555.avi,127,,,,,,,,,,,,,,,,,,,
train/053/M_10559.avi,train/053/K_10559.avi,37,,,,,,,,,,,,,,,,,,,
train/053/M_10565.avi,train/053/K_10565.avi,241,,,,,,,,,,,,,,,,,,,
train/053/M_10570.avi,train/053/K_10570.avi,90,,,,,,,,,,,,,,,,,,,
train/053/M_10575.avi,train/053/K_10575.avi,157,,,,,,,,,,,,,,,,,,,
train/053/M_10579.avi,train/053/K_10579.avi,91,,,,,,,,,,,,,,,,,,,
train/053/M_10580.avi,train/053/K_10580.avi,31,,,,,,,,,,,,,,,,,,,
train/053/M_10590.avi,train/053/K_10590.avi,32,,,,,,,,,,,,,,,,,,,
train/053/M_10591.avi,train/053/K_10591.avi,50,,,,,,,,,,,,,,,,,,,
train/053/M_10598.avi,train/053/K_10598.avi,51,,,,,,,,,,,,,,,,,,,
train/053/M_10599.avi,train/053/K_10599.avi,240,,,,,,,,,,,,,,,,,,,
train/054/M_10601.avi,train/054/K_10601.avi,29,,,,,,,,,,,,,,,,,,,
train/054/M_10603.avi,train/054/K_10603.avi,32,,,,,,,,,,,,,,,,,,,
train/054/M_10605.avi,train/054/K_10605.avi,209,,,,,,,,,,,,,,,,,,,
train/054/M_10608.avi,train/054/K_10608.avi,49,,,,,,,,,,,,,,,,,,,
train/054/M_10609.avi,train/054/K_10609.avi,38,,,,,,,,,,,,,,,,,,,
train/054/M_10611.avi,train/054/K_10611.avi,160,,,,,,,,,,,,,,,,,,,
train/054/M_10612.avi,train/054/K_10612.avi,93,,,,,,,,,,,,,,,,,,,
train/054/M_10616.avi,train/054/K_10616.avi,222,,,,,,,,,,,,,,,,,,,
train/054/M_10617.avi,train/054/K_10617.avi,135,,,,,,,,,,,,,,,,,,,
train/054/M_10621.avi,train/054/K_10621.avi,120,,,,,,,,,,,,,,,,,,,
train/054/M_10622.avi,train/054/K_10622.avi,10,,,,,,,,,,,,,,,,,,,
train/054/M_10629.avi,train/054/K_10629.avi,92,,,,,,,,,,,,,,,,,,,
train/054/M_10634.avi,train/054/K_10634.avi,96,,,,,,,,,,,,,,,,,,,
train/054/M_10645.avi,train/054/K_10645.avi,19,,,,,,,,,,,,,,,,,,,
train/054/M_10647.avi,train/054/K_10647.avi,56,,,,,,,,,,,,,,,,,,,
train/054/M_10649.avi,train/054/K_10649.avi,5,,,,,,,,,,,,,,,,,,,
train/054/M_10650.avi,train/054/K_10650.avi,34,,,,,,,,,,,,,,,,,,,
train/054/M_10656.avi,train/054/K_10656.avi,127,,,,,,,,,,,,,,,,,,,
train/054/M_10658.avi,train/054/K_10658.avi,36,,,,,,,,,,,,,,,,,,,
train/054/M_10660.avi,train/054/K_10660.avi,13,,,,,,,,,,,,,,,,,,,
train/054/M_10663.avi,train/054/K_10663.avi,8,,,,,,,,,,,,,,,,,,,
train/054/M_10664.avi,train/054/K_10664.avi,5,,,,,,,,,,,,,,,,,,,
train/054/M_10665.avi,train/054/K_10665.avi,238,,,,,,,,,,,,,,,,,,,
train/054/M_10669.avi,train/054/K_10669.avi,209,,,,,,,,,,,,,,,,,,,
train/054/M_10670.avi,train/054/K_10670.avi,93,,,,,,,,,,,,,,,,,,,
train/054/M_10677.avi,train/054/K_10677.avi,223,,,,,,,,,,,,,,,,,,,
train/054/M_10680.avi,train/054/K_10680.avi,32,,,,,,,,,,,,,,,,,,,
train/054/M_10681.avi,train/054/K_10681.avi,238,,,,,,,,,,,,,,,,,,,
train/054/M_10684.avi,train/054/K_10684.avi,209,,,,,,,,,,,,,,,,,,,
train/054/M_10688.avi,train/054/K_10688.avi,238,,,,,,,,,,,,,,,,,,,
train/054/M_10694.avi,train/054/K_10694.avi,97,,,,,,,,,,,,,,,,,,,
train/054/M_10699.avi,train/054/K_10699.avi,156,,,,,,,,,,,,,,,,,,,
train/054/M_10701.avi,train/054/K_10701.avi,156,,,,,,,,,,,,,,,,,,,
train/054/M_10702.avi,train/054/K_10702.avi,10,,,,,,,,,,,,,,,,,,,
train/054/M_10703.avi,train/054/K_10703.avi,160,,,,,,,,,,,,,,,,,,,
train/054/M_10706.avi,train/054/K_10706.avi,38,,,,,,,,,,,,,,,,,,,
train/054/M_10708.avi,train/054/K_10708.avi,160,,,,,,,,,,,,,,,,,,,
train/054/M_10720.avi,train/054/K_10720.avi,5,,,,,,,,,,,,,,,,,,,
train/054/M_10723.avi,train/054/K_10723.avi,238,,,,,,,,,,,,,,,,,,,
train/054/M_10724.avi,train/054/K_10724.avi,92,,,,,,,,,,,,,,,,,,,
train/054/M_10726.avi,train/054/K_10726.avi,222,,,,,,,,,,,,,,,,,,,
train/054/M_10734.avi,train/054/K_10734.avi,117,,,,,,,,,,,,,,,,,,,
train/054/M_10736.avi,train/054/K_10736.avi,38,,,,,,,,,,,,,,,,,,,
train/054/M_10739.avi,train/054/K_10739.avi,51,,,,,,,,,,,,,,,,,,,
train/054/M_10745.avi,train/054/K_10745.avi,13,,,,,,,,,,,,,,,,,,,
train/054/M_10755.avi,train/054/K_10755.avi,240,,,,,,,,,,,,,,,,,,,
train/054/M_10759.avi,train/054/K_10759.avi,5,,,,,,,,,,,,,,,,,,,
train/054/M_10761.avi,train/054/K_10761.avi,188,,,,,,,,,,,,,,,,,,,
train/054/M_10762.avi,train/054/K_10762.avi,13,,,,,,,,,,,,,,,,,,,
train/054/M_10765.avi,train/054/K_10765.avi,159,,,,,,,,,,,,,,,,,,,
train/054/M_10766.avi,train/054/K_10766.avi,29,,,,,,,,,,,,,,,,,,,
train/054/M_10767.avi,train/054/K_10767.avi,93,,,,,,,,,,,,,,,,,,,
train/054/M_10768.avi,train/054/K_10768.avi,49,,,,,,,,,,,,,,,,,,,
train/054/M_10769.avi,train/054/K_10769.avi,90,,,,,,,,,,,,,,,,,,,
train/054/M_10771.avi,train/054/K_10771.avi,37,,,,,,,,,,,,,,,,,,,
train/054/M_10773.avi,train/054/K_10773.avi,135,,,,,,,,,,,,,,,,,,,
train/054/M_10774.avi,train/054/K_10774.avi,120,,,,,,,,,,,,,,,,,,,
train/054/M_10775.avi,train/054/K_10775.avi,135,,,,,,,,,,,,,,,,,,,
train/054/M_10778.avi,train/054/K_10778.avi,91,,,,,,,,,,,,,,,,,,,
train/054/M_10787.avi,train/054/K_10787.avi,49,,,,,,,,,,,,,,,,,,,
train/054/M_10790.avi,train/054/K_10790.avi,222,,,,,,,,,,,,,,,,,,,
train/054/M_10792.avi,train/054/K_10792.avi,158,,,,,,,,,,,,,,,,,,,
train/054/M_10796.avi,train/054/K_10796.avi,237,,,,,,,,,,,,,,,,,,,
train/054/M_10799.avi,train/054/K_10799.avi,92,,,,,,,,,,,,,,,,,,,
train/054/M_10800.avi,train/054/K_10800.avi,160,,,,,,,,,,,,,,,,,,,
train/055/M_10801.avi,train/055/K_10801.avi,159,,,,,,,,,,,,,,,,,,,
train/055/M_10810.avi,train/055/K_10810.avi,127,,,,,,,,,,,,,,,,,,,
train/055/M_10812.avi,train/055/K_10812.avi,32,,,,,,,,,,,,,,,,,,,
train/055/M_10815.avi,train/055/K_10815.avi,240,,,,,,,,,,,,,,,,,,,
train/055/M_10823.avi,train/055/K_10823.avi,34,,,,,,,,,,,,,,,,,,,
train/055/M_10827.avi,train/055/K_10827.avi,50,,,,,,,,,,,,,,,,,,,
train/055/M_10835.avi,train/055/K_10835.avi,37,,,,,,,,,,,,,,,,,,,
train/055/M_10841.avi,train/055/K_10841.avi,10,,,,,,,,,,,,,,,,,,,
train/055/M_10842.avi,train/055/K_10842.avi,18,,,,,,,,,,,,,,,,,,,
train/055/M_10843.avi,train/055/K_10843.avi,223,,,,,,,,,,,,,,,,,,,
train/055/M_10844.avi,train/055/K_10844.avi,37,,,,,,,,,,,,,,,,,,,
train/055/M_10846.avi,train/055/K_10846.avi,5,,,,,,,,,,,,,,,,,,,
train/055/M_10848.avi,train/055/K_10848.avi,209,,,,,,,,,,,,,,,,,,,
train/055/M_10858.avi,train/055/K_10858.avi,93,,,,,,,,,,,,,,,,,,,
train/055/M_10872.avi,train/055/K_10872.avi,51,,,,,,,,,,,,,,,,,,,
train/055/M_10877.avi,train/055/K_10877.avi,159,,,,,,,,,,,,,,,,,,,
train/055/M_10883.avi,train/055/K_10883.avi,38,,,,,,,,,,,,,,,,,,,
train/055/M_10886.avi,train/055/K_10886.avi,117,,,,,,,,,,,,,,,,,,,
train/055/M_10887.avi,train/055/K_10887.avi,90,,,,,,,,,,,,,,,,,,,
train/055/M_10891.avi,train/055/K_10891.avi,32,,,,,,,,,,,,,,,,,,,
train/055/M_10892.avi,train/055/K_10892.avi,55,,,,,,,,,,,,,,,,,,,
train/055/M_10894.avi,train/055/K_10894.avi,155,,,,,,,,,,,,,,,,,,,
train/055/M_10895.avi,train/055/K_10895.avi,8,,,,,,,,,,,,,,,,,,,
train/055/M_10901.avi,train/055/K_10901.avi,31,,,,,,,,,,,,,,,,,,,
train/055/M_10904.avi,train/055/K_10904.avi,92,,,,,,,,,,,,,,,,,,,
train/055/M_10907.avi,train/055/K_10907.avi,29,,,,,,,,,,,,,,,,,,,
train/055/M_10908.avi,train/055/K_10908.avi,159,,,,,,,,,,,,,,,,,,,
train/055/M_10909.avi,train/055/K_10909.avi,37,,,,,,,,,,,,,,,,,,,
train/055/M_10910.avi,train/055/K_10910.avi,18,,,,,,,,,,,,,,,,,,,
train/055/M_10911.avi,train/055/K_10911.avi,10,,,,,,,,,,,,,,,,,,,
train/055/M_10918.avi,train/055/K_10918.avi,52,,,,,,,,,,,,,,,,,,,
train/055/M_10922.avi,train/055/K_10922.avi,13,,,,,,,,,,,,,,,,,,,
train/055/M_10923.avi,train/055/K_10923.avi,91,,,,,,,,,,,,,,,,,,,
train/055/M_10926.avi,train/055/K_10926.avi,94,,,,,,,,,,,,,,,,,,,
train/055/M_10929.avi,train/055/K_10929.avi,237,,,,,,,,,,,,,,,,,,,
train/055/M_10930.avi,train/055/K_10930.avi,5,,,,,,,,,,,,,,,,,,,
train/055/M_10931.avi,train/055/K_10931.avi,95,,,,,,,,,,,,,,,,,,,
train/055/M_10932.avi,train/055/K_10932.avi,96,,,,,,,,,,,,,,,,,,,
train/055/M_10934.avi,train/055/K_10934.avi,95,,,,,,,,,,,,,,,,,,,
train/055/M_10936.avi,train/055/K_10936.avi,51,,,,,,,,,,,,,,,,,,,
train/055/M_10938.avi,train/055/K_10938.avi,159,,,,,,,,,,,,,,,,,,,
train/055/M_10940.avi,train/055/K_10940.avi,36,,,,,,,,,,,,,,,,,,,
train/055/M_10942.avi,train/055/K_10942.avi,37,,,,,,,,,,,,,,,,,,,
train/055/M_10945.avi,train/055/K_10945.avi,240,,,,,,,,,,,,,,,,,,,
train/055/M_10954.avi,train/055/K_10954.avi,239,,,,,,,,,,,,,,,,,,,
train/055/M_10960.avi,train/055/K_10960.avi,13,,,,,,,,,,,,,,,,,,,
train/055/M_10961.avi,train/055/K_10961.avi,36,,,,,,,,,,,,,,,,,,,
train/055/M_10962.avi,train/055/K_10962.avi,92,,,,,,,,,,,,,,,,,,,
train/055/M_10966.avi,train/055/K_10966.avi,31,,,,,,,,,,,,,,,,,,,
train/055/M_10968.avi,train/055/K_10968.avi,238,,,,,,,,,,,,,,,,,,,
train/055/M_10970.avi,train/055/K_10970.avi,156,,,,,,,,,,,,,,,,,,,
train/055/M_10971.avi,train/055/K_10971.avi,37,,,,,,,,,,,,,,,,,,,
train/055/M_10975.avi,train/055/K_10975.avi,38,,,,,,,,,,,,,,,,,,,
train/055/M_10978.avi,train/055/K_10978.avi,10,,,,,,,,,,,,,,,,,,,
train/055/M_10981.avi,train/055/K_10981.avi,37,,,,,,,,,,,,,,,,,,,
train/055/M_10984.avi,train/055/K_10984.avi,13,,,,,,,,,,,,,,,,,,,
train/055/M_10988.avi,train/055/K_10988.avi,157,,,,,,,,,,,,,,,,,,,
train/055/M_10989.avi,train/055/K_10989.avi,160,,,,,,,,,,,,,,,,,,,
train/055/M_10990.avi,train/055/K_10990.avi,13,,,,,,,,,,,,,,,,,,,
train/055/M_10993.avi,train/055/K_10993.avi,91,,,,,,,,,,,,,,,,,,,
train/055/M_10996.avi,train/055/K_10996.avi,158,,,,,,,,,,,,,,,,,,,
train/056/M_11001.avi,train/056/K_11001.avi,127,,,,,,,,,,,,,,,,,,,
train/056/M_11003.avi,train/056/K_11003.avi,51,,,,,,,,,,,,,,,,,,,
train/056/M_11004.avi,train/056/K_11004.avi,188,,,,,,,,,,,,,,,,,,,
train/056/M_11006.avi,train/056/K_11006.avi,95,,,,,,,,,,,,,,,,,,,
train/056/M_11007.avi,train/056/K_11007.avi,93,,,,,,,,,,,,,,,,,,,
train/056/M_11010.avi,train/056/K_11010.avi,117,,,,,,,,,,,,,,,,,,,
train/056/M_11011.avi,train/056/K_11011.avi,36,,,,,,,,,,,,,,,,,,,
train/056/M_11014.avi,train/056/K_11014.avi,158,,,,,,,,,,,,,,,,,,,
train/056/M_11016.avi,train/056/K_11016.avi,19,,,,,,,,,,,,,,,,,,,
train/056/M_11017.avi,train/056/K_11017.avi,158,,,,,,,,,,,,,,,,,,,
train/056/M_11018.avi,train/056/K_11018.avi,238,,,,,,,,,,,,,,,,,,,
train/056/M_11019.avi,train/056/K_11019.avi,34,,,,,,,,,,,,,,,,,,,
train/056/M_11021.avi,train/056/K_11021.avi,29,,,,,,,,,,,,,,,,,,,
train/056/M_11022.avi,train/056/K_11022.avi,10,,,,,,,,,,,,,,,,,,,
train/056/M_11026.avi,train/056/K_11026.avi,91,,,,,,,,,,,,,,,,,,,
train/056/M_11027.avi,train/056/K_11027.avi,56,,,,,,,,,,,,,,,,,,,
train/056/M_11028.avi,train/056/K_11028.avi,32,,,,,,,,,,,,,,,,,,,
train/056/M_11030.avi,train/056/K_11030.avi,4,,,,,,,,,,,,,,,,,,,
train/056/M_11032.avi,train/056/K_11032.avi,94,,,,,,,,,,,,,,,,,,,
train/056/M_11035.avi,train/056/K_11035.avi,18,,,,,,,,,,,,,,,,,,,
train/056/M_11040.avi,train/056/K_11040.avi,8,,,,,,,,,,,,,,,,,,,
train/056/M_11041.avi,train/056/K_11041.avi,188,,,,,,,,,,,,,,,,,,,
train/056/M_11042.avi,train/056/K_11042.avi,92,,,,,,,,,,,,,,,,,,,
train/056/M_11046.avi,train/056/K_11046.avi,188,,,,,,,,,,,,,,,,,,,
train/056/M_11055.avi,train/056/K_11055.avi,160,,,,,,,,,,,,,,,,,,,
train/056/M_11061.avi,train/056/K_11061.avi,8,,,,,,,,,,,,,,,,,,,
train/056/M_11063.avi,train/056/K_11063.avi,156,,,,,,,,,,,,,,,,,,,
train/056/M_11065.avi,train/056/K_11065.avi,19,,,,,,,,,,,,,,,,,,,
train/056/M_11069.avi,train/056/K_11069.avi,19,,,,,,,,,,,,,,,,,,,
train/056/M_11070.avi,train/056/K_11070.avi,38,,,,,,,,,,,,,,,,,,,
train/056/M_11076.avi,train/056/K_11076.avi,241,,,,,,,,,,,,,,,,,,,
train/056/M_11078.avi,train/056/K_11078.avi,32,,,,,,,,,,,,,,,,,,,
train/056/M_11082.avi,train/056/K_11082.avi,93,,,,,,,,,,,,,,,,,,,
train/056/M_11087.avi,train/056/K_11087.avi,159,,,,,,,,,,,,,,,,,,,
train/056/M_11088.avi,train/056/K_11088.avi,56,,,,,,,,,,,,,,,,,,,
train/056/M_11091.avi,train/056/K_11091.avi,32,,,,,,,,,,,,,,,,,,,
train/056/M_11092.avi,train/056/K_11092.avi,117,,,,,,,,,,,,,,,,,,,
train/056/M_11093.avi,train/056/K_11093.avi,32,,,,,,,,,,,,,,,,,,,
train/056/M_11094.avi,train/056/K_11094.avi,5,,,,,,,,,,,,,,,,,,,
train/056/M_11101.avi,train/056/K_11101.avi,91,,,,,,,,,,,,,,,,,,,
train/056/M_11103.avi,train/056/K_11103.avi,38,,,,,,,,,,,,,,,,,,,
train/056/M_11104.avi,train/056/K_11104.avi,158,,,,,,,,,,,,,,,,,,,
train/056/M_11107.avi,train/056/K_11107.avi,238,,,,,,,,,,,,,,,,,,,
train/056/M_11108.avi,train/056/K_11108.avi,93,,,,,,,,,,,,,,,,,,,
train/056/M_11110.avi,train/056/K_11110.avi,49,,,,,,,,,,,,,,,,,,,
train/056/M_11113.avi,train/056/K_11113.avi,97,,,,,,,,,,,,,,,,,,,
train/056/M_11114.avi,train/056/K_11114.avi,49,,,,,,,,,,,,,,,,,,,
train/056/M_11116.avi,train/056/K_11116.avi,96,,,,,,,,,,,,,,,,,,,
train/056/M_11120.avi,train/056/K_11120.avi,32,,,,,,,,,,,,,,,,,,,
train/056/M_11124.avi,train/056/K_11124.avi,117,,,,,,,,,,,,,,,,,,,
train/056/M_11127.avi,train/056/K_11127.avi,50,,,,,,,,,,,,,,,,,,,
train/056/M_11129.avi,train/056/K_11129.avi,36,,,,,,,,,,,,,,,,,,,
train/056/M_11132.avi,train/056/K_11132.avi,4,,,,,,,,,,,,,,,,,,,
train/056/M_11134.avi,train/056/K_11134.avi,29,,,,,,,,,,,,,,,,,,,
